Generic Color Name,RGB,R,G,B,HexCode
Gray,"R=115, G=115, B=113",115,115,113,737371
Gray,"R=115, G=115, B=115",115,115,115,737373
Gray,"R=115, G=115, B=123",115,115,123,73737B
Gray,"R=115, G=115, B=155",115,115,155,73739B
Gray,"R=115, G=117, B=108",115,117,108,73756C
Gray,"R=115, G=117, B=116",115,117,116,737574
Gray,"R=115, G=119, B=118",115,119,118,737776
Gray,"R=115, G=121, B=123",115,121,123,73797B
Gray,"R=115, G=123, B=130",115,123,130,737B82
Gray,"R=115, G=123, B=140",115,123,140,737B8C
Gray,"R=115, G=130, B=132",115,130,132,738284
Gray,"R=115, G=130, B=140",115,130,140,73828C
Gray,"R=115, G=134, B=140",115,134,140,73868C
Gray,"R=116, G=106, B=96",116,106,96,746A60
Gray,"R=116, G=115, B=120",116,115,120,747378
Gray,"R=116, G=116, B=116",116,116,116,747474
Gray,"R=116, G=117, B=119",116,117,119,747577
Gray,"R=116, G=120, B=122",116,120,122,74787A
Gray,"R=116, G=121, B=127",116,121,127,74797F
Gray,"R=116, G=122, B=118",116,122,118,747A76
Gray,"R=116, G=126, B=127",116,126,127,747E7F
Gray,"R=116, G=127, B=121",116,127,121,747F79
Gray,"R=116, G=135, B=130",116,135,130,748782
Gray,"R=117, G=110, B=104",117,110,104,7.56E+70
Gray,"R=117, G=111, B=113",117,111,113,756F71
Gray,"R=117, G=112, B=108",117,112,108,75706C
Gray,"R=117, G=116, B=106",117,116,106,75746A
Gray,"R=117, G=116, B=121",117,116,121,757479
Gray,"R=117, G=116, B=124",117,116,124,75747C
Gray,"R=117, G=117, B=117",117,117,117,757575
Gray,"R=117, G=118, B=119",117,118,119,757677
Gray,"R=117, G=118, B=122",117,118,122,75767A
Gray,"R=117, G=121, B=130",117,121,130,757982
Gray,"R=117, G=123, B=130",117,123,130,757B82
Gray,"R=117, G=129, B=143",117,129,143,75818F
Gray,"R=118, G=102, B=87",118,102,87,766657
Gray,"R=118, G=110, B=104",118,110,104,7.66E+70
Gray,"R=118, G=116, B=117",118,116,117,767475
Gray,"R=118, G=117, B=113",118,117,113,767571
Gray,"R=118, G=122, B=131",118,122,131,767A83
Gray,"R=118, G=129, B=125",118,129,125,76817D
Gray,"R=118, G=130, B=104",118,130,104,768268
Gray,"R=119, G=116, B=123",119,116,123,77747B
Gray,"R=119, G=119, B=119",119,119,119,777777
Gray,"R=119, G=120, B=115",119,120,115,777873
Gray,"R=119, G=121, B=113",119,121,113,777971
Gray,"R=119, G=121, B=120",119,121,120,777978
Gray,"R=120, G=110, B=100",120,110,100,7.86E+66
Gray,"R=120, G=114, B=116",120,114,116,787274
Gray,"R=120, G=116, B=107",120,116,107,78746B
Gray,"R=120, G=120, B=115",120,120,115,787873
Gray,"R=120, G=120, B=120",120,120,120,787878
Gray,"R=120, G=120, B=124",120,120,124,78787C
Gray,"R=120, G=121, B=116",120,121,116,787974
Gray,"R=120, G=121, B=126",120,121,126,78797E
Gray,"R=120, G=126, B=124",120,126,124,787E7C
Gray,"R=120, G=130, B=136",120,130,136,788288
Gray,"R=120, G=139, B=154",120,139,154,788B9A
Gray,"R=121, G=108, B=102",121,108,102,796C66
Gray,"R=121, G=119, B=116",121,119,116,797774
Gray,"R=121, G=121, B=121",121,121,121,797979
Gray,"R=122, G=113, B=103",122,113,103,7A7167
Gray,"R=122, G=114, B=111",122,114,111,7A726F
Gray,"R=122, G=115, B=107",122,115,107,7A736B
Gray,"R=122, G=121, B=119",122,121,119,7A7977
Gray,"R=122, G=121, B=127",122,121,127,7A797F
Gray,"R=122, G=122, B=116",122,122,116,7A7A74
Gray,"R=122, G=122, B=122",122,122,122,7A7A7A
Gray,"R=122, G=122, B=124",122,122,124,7A7A7C
Gray,"R=122, G=123, B=123",122,123,123,7A7B7B
Gray,"R=122, G=124, B=123",122,124,123,7A7C7B
Gray,"R=122, G=125, B=126",122,125,126,7A7D7E
Gray,"R=122, G=126, B=129",122,126,129,7A7E81
Gray,"R=122, G=130, B=132",122,130,132,7A8284
Gray,"R=122, G=130, B=140",122,130,140,7A828C
Gray,"R=123, G=116, B=98",123,116,98,7B7462
Gray,"R=123, G=117, B=119",123,117,119,7B7577
Gray,"R=123, G=119, B=110",123,119,110,7B776E
Gray,"R=123, G=120, B=111",123,120,111,7B786F
Gray,"R=123, G=121, B=122",123,121,122,7B797A
Gray,"R=123, G=121, B=123",123,121,123,7B797B
Gray,"R=123, G=122, B=120",123,122,120,7B7A78
Gray,"R=123, G=122, B=123",123,122,123,7B7A7B
Gray,"R=123, G=122, B=130",123,122,130,7B7A82
Gray,"R=123, G=123, B=114",123,123,114,7B7B72
Gray,"R=123, G=124, B=126",123,124,126,7B7C7E
Gray,"R=123, G=124, B=127",123,124,127,7B7C7F
Gray,"R=123, G=125, B=128",123,125,128,7B7D80
Gray,"R=123, G=126, B=145",123,126,145,7B7E91
Gray,"R=123, G=127, B=137",123,127,137,7B7F89
Gray,"R=123, G=128, B=125",123,128,125,7B807D
Gray,"R=123, G=128, B=133",123,128,133,7B8085
Gray,"R=123, G=129, B=153",123,129,153,7B8199
Gray,"R=123, G=130, B=140",123,130,140,7B828C
Gray,"R=123, G=132, B=140",123,132,140,7B848C
Gray,"R=123, G=134, B=140",123,134,140,7B868C
Gray,"R=124, G=119, B=116",124,119,116,7C7774
Gray,"R=124, G=121, B=116",124,121,116,7C7974
Gray,"R=124, G=131, B=124",124,131,124,7C837C
Gray,"R=124, G=136, B=138",124,136,138,7C888A
Gray,"R=125, G=105, B=106",125,105,106,7D696A
Gray,"R=125, G=118, B=117",125,118,117,7D7675
Gray,"R=125, G=121, B=125",125,121,125,7D797D
Gray,"R=125, G=125, B=125",125,125,125,7D7D7D
Gray,"R=125, G=125, B=127",125,125,127,7D7D7F
Gray,"R=125, G=131, B=124",125,131,124,7D837C
Gray,"R=126, G=116, B=102",126,116,102,7E7466
Gray,"R=126, G=120, B=109",126,120,109,7E786D
Gray,"R=126, G=123, B=114",126,123,114,7E7B72
Gray,"R=126, G=125, B=114",126,125,114,7E7D72
Gray,"R=126, G=126, B=132",126,126,132,7E7E84
Gray,"R=126, G=130, B=135",126,130,135,7E8287
Gray,"R=126, G=133, B=136",126,133,136,7E8588
Gray,"R=126, G=133, B=139",126,133,139,7E858B
Gray,"R=127, G=107, B=108",127,107,108,7F6B6C
Gray,"R=127, G=121, B=127",127,121,127,7F797F
Gray,"R=127, G=127, B=127",127,127,127,7F7F7F
Gray,"R=127, G=128, B=118",127,128,118,7F8076
Gray,"R=127, G=132, B=136",127,132,136,7F8488
Gray,"R=127, G=138, B=144",127,138,144,7F8A90
Gray,"R=128, G=127, B=128",128,127,128,807F80
Gray,"R=128, G=127, B=130",128,127,130,807F82
Gray,"R=128, G=127, B=132",128,127,132,807F84
Gray,"R=128, G=128, B=128",128,128,128,808080
Gray,"R=128, G=129, B=131",128,129,131,808183
Gray,"R=128, G=129, B=132",128,129,132,808184
Gray,"R=128, G=130, B=119",128,130,119,808277
Gray,"R=128, G=136, B=142",128,136,142,80888E
Gray,"R=128, G=137, B=131",128,137,131,808983
Gray,"R=128, G=137, B=144",128,137,144,808990
Gray,"R=128, G=140, B=134",128,140,134,808C86
Gray,"R=128, G=149, B=168",128,149,168,8095A8
Gray,"R=129, G=122, B=116",129,122,116,817A74
Gray,"R=129, G=124, B=120",129,124,120,817C78
Gray,"R=129, G=125, B=122",129,125,122,817D7A
Gray,"R=129, G=126, B=117",129,126,117,8.17E+77
Gray,"R=129, G=128, B=126",129,128,126,81807E
Gray,"R=129, G=129, B=129",129,129,129,818181
Gray,"R=129, G=130, B=125",129,130,125,81827D
Gray,"R=129, G=130, B=129",129,130,129,818281
Gray,"R=129, G=130, B=133",129,130,133,818285
Gray,"R=129, G=130, B=134",129,130,134,818286
Gray,"R=129, G=132, B=139",129,132,139,81848B
Gray,"R=129, G=133, B=132",129,133,132,818584
Gray,"R=129, G=133, B=136",129,133,136,818588
Gray,"R=130, G=118, B=98",130,118,98,827662
Gray,"R=130, G=129, B=125",130,129,125,82817D
Gray,"R=130, G=130, B=120",130,130,120,828278
Gray,"R=130, G=130, B=130",130,130,130,828282
Gray,"R=130, G=130, B=135",130,130,135,828287
Gray,"R=130, G=135, B=139",130,135,139,82878B
Gray,"R=130, G=142, B=157",130,142,157,828E9D
Gray,"R=131, G=121, B=122",131,121,122,83797A
Gray,"R=131, G=124, B=114",131,124,114,837C72
Gray,"R=131, G=125, B=122",131,125,122,837D7A
Gray,"R=131, G=125, B=130",131,125,130,837D82
Gray,"R=131, G=127, B=118",131,127,118,837F76
Gray,"R=131, G=131, B=131",131,131,131,838383
Gray,"R=131, G=132, B=137",131,132,137,838489
Gray,"R=131, G=134, B=139",131,134,139,83868B
Gray,"R=132, G=125, B=119",132,125,119,847D77
Gray,"R=132, G=128, B=118",132,128,118,848076
Gray,"R=132, G=130, B=128",132,130,128,848280
Gray,"R=132, G=131, B=124",132,131,124,84837C
Gray,"R=132, G=131, B=131",132,131,131,848383
Gray,"R=132, G=131, B=134",132,131,134,848386
Gray,"R=132, G=132, B=132",132,132,132,848484
Gray,"R=133, G=126, B=120",133,126,120,8.57E+80
Gray,"R=133, G=127, B=113",133,127,113,857F71
Gray,"R=133, G=129, B=126",133,129,126,85817E
Gray,"R=133, G=133, B=133",133,133,133,858585
Gray,"R=133, G=134, B=128",133,134,128,858680
Gray,"R=133, G=134, B=129",133,134,129,858681
Gray,"R=133, G=137, B=130",133,137,130,858982
Gray,"R=133, G=140, B=146",133,140,146,858C92
Gray,"R=133, G=143, B=146",133,143,146,858F92
Gray,"R=133, G=144, B=150",133,144,150,859096
Gray,"R=133, G=144, B=164",133,144,164,8590A4
Gray,"R=133, G=148, B=145",133,148,145,859491
Gray,"R=134, G=124, B=123",134,124,123,867C7B
Gray,"R=134, G=126, B=118",134,126,118,8.67E+78
Gray,"R=134, G=134, B=134",134,134,134,868686
Gray,"R=134, G=136, B=133",134,136,133,868885
Gray,"R=134, G=136, B=138",134,136,138,86888A
Gray,"R=134, G=142, B=143",134,142,143,868E8F
Gray,"R=134, G=143, B=132",134,143,132,868F84
Gray,"R=134, G=143, B=142",134,143,142,868F8E
Gray,"R=134, G=143, B=143",134,143,143,868F8F
Gray,"R=134, G=144, B=138",134,144,138,86908A
Gray,"R=135, G=116, B=104",135,116,104,877468
Gray,"R=135, G=122, B=135",135,122,135,877A87
Gray,"R=135, G=126, B=114",135,126,114,8.77E+74
Gray,"R=135, G=128, B=118",135,128,118,878076
Gray,"R=135, G=131, B=119",135,131,119,878377
Gray,"R=135, G=132, B=125",135,132,125,87847D
Gray,"R=135, G=134, B=139",135,134,139,87868B
Gray,"R=135, G=134, B=143",135,134,143,87868F
Gray,"R=135, G=135, B=135",135,135,135,878787
Gray,"R=135, G=139, B=150",135,139,150,878B96
Gray,"R=136, G=130, B=130",136,130,130,888282
Gray,"R=136, G=131, B=135",136,131,135,888387
Gray,"R=136, G=133, B=128",136,133,128,888580
Gray,"R=136, G=136, B=135",136,136,135,888887
Gray,"R=136, G=136, B=136",136,136,136,888888
Gray,"R=136, G=137, B=139",136,137,139,88898B
Gray,"R=136, G=139, B=135",136,139,135,888B87
Gray,"R=136, G=139, B=137",136,139,137,888B89
Gray,"R=136, G=142, B=140",136,142,140,888E8C
Gray,"R=136, G=142, B=154",136,142,154,888E9A
Gray,"R=136, G=144, B=147",136,144,147,889093
Gray,"R=137, G=121, B=118",137,121,118,897976
Gray,"R=137, G=126, B=110",137,126,110,897E6E
Gray,"R=137, G=128, B=133",137,128,133,898085
Gray,"R=137, G=132, B=132",137,132,132,898484
Gray,"R=137, G=133, B=130",137,133,130,898582
Gray,"R=137, G=133, B=134",137,133,134,898586
Gray,"R=137, G=135, B=135",137,135,135,898787
Gray,"R=137, G=137, B=137",137,137,137,898989
Gray,"R=137, G=143, B=143",137,143,143,898F8F
Gray,"R=137, G=145, B=141",137,145,141,89918D
Gray,"R=138, G=132, B=132",138,132,132,8A8484
Gray,"R=138, G=137, B=143",138,137,143,8A898F
Gray,"R=138, G=138, B=136",138,138,136,8A8A88
Gray,"R=138, G=138, B=138",138,138,138,8A8A8A
Gray,"R=138, G=138, B=140",138,138,140,8A8A8C
Gray,"R=138, G=138, B=146",138,138,146,8A8A92
Gray,"R=138, G=139, B=141",138,139,141,8A8B8D
Gray,"R=138, G=144, B=130",138,144,130,8A9082
Gray,"R=138, G=144, B=142",138,144,142,8A908E
Gray,"R=139, G=133, B=121",139,133,121,8B8579
Gray,"R=139, G=139, B=133",139,139,133,8B8B85
Gray,"R=139, G=139, B=139",139,139,139,8B8B8B
Gray,"R=139, G=140, B=143",139,140,143,8B8C8F
Gray,"R=139, G=141, B=143",139,141,143,8B8D8F
Gray,"R=139, G=143, B=146",139,143,146,8B8F92
Gray,"R=139, G=143, B=152",139,143,152,8B8F98
Gray,"R=140, G=130, B=125",140,130,125,8C827D
Gray,"R=140, G=137, B=136",140,137,136,8C8988
Gray,"R=140, G=139, B=147",140,139,147,8C8B93
Gray,"R=140, G=140, B=130",140,140,130,8C8C82
Gray,"R=140, G=140, B=132",140,140,132,8C8C84
Gray,"R=140, G=140, B=139",140,140,139,8C8C8B
Gray,"R=140, G=140, B=140",140,140,140,8C8C8C
Gray,"R=140, G=140, B=148",140,140,148,8C8C94
Gray,"R=141, G=133, B=126",141,133,126,8D857E
Gray,"R=141, G=136, B=130",141,136,130,8D8882
Gray,"R=141, G=138, B=149",141,138,149,8D8A95
Gray,"R=141, G=139, B=139",141,139,139,8D8B8B
Gray,"R=141, G=141, B=132",141,141,132,8D8D84
Gray,"R=141, G=141, B=141",141,141,141,8D8D8D
Gray,"R=141, G=142, B=138",141,142,138,8D8E8A
Gray,"R=141, G=143, B=142",141,143,142,8D8F8E
Gray,"R=141, G=146, B=150",141,146,150,8D9296
Gray,"R=141, G=150, B=156",141,150,156,8D969C
Gray,"R=141, G=160, B=158",141,160,158,8DA09E
Gray,"R=142, G=131, B=127",142,131,127,8E837F
Gray,"R=142, G=135, B=127",142,135,127,8E877F
Gray,"R=142, G=139, B=132",142,139,132,8E8B84
Gray,"R=142, G=141, B=143",142,141,143,8E8D8F
Gray,"R=142, G=142, B=134",142,142,134,8E8E86
Gray,"R=142, G=142, B=142",142,142,142,8E8E8E
Gray,"R=143, G=133, B=124",143,133,124,8F857C
Gray,"R=143, G=139, B=134",143,139,134,8F8B86
Gray,"R=143, G=142, B=138",143,142,138,8F8E8A
Gray,"R=143, G=142, B=150",143,142,150,8F8E96
Gray,"R=143, G=143, B=134",143,143,134,8F8F86
Gray,"R=143, G=143, B=143",143,143,143,8F8F8F
Gray,"R=143, G=144, B=148",143,144,148,8F9094
Gray,"R=143, G=147, B=142",143,147,142,8F938E
Gray,"R=143, G=150, B=153",143,150,153,8F9699
Gray,"R=143, G=150, B=156",143,150,156,8F969C
Gray,"R=144, G=135, B=126",144,135,126,90877E
Gray,"R=144, G=140, B=141",144,140,141,908C8D
Gray,"R=144, G=143, B=132",144,143,132,908F84
Gray,"R=144, G=143, B=143",144,143,143,908F8F
Gray,"R=144, G=144, B=142",144,144,142,90908E
Gray,"R=144, G=144, B=144",144,144,144,909090
Gray,"R=144, G=144, B=148",144,144,148,909094
Gray,"R=144, G=145, B=150",144,145,150,909196
Gray,"R=144, G=148, B=159",144,148,159,90949F
Gray,"R=144, G=152, B=141",144,152,141,90988D
Gray,"R=145, G=131, B=121",145,131,121,918379
Gray,"R=145, G=134, B=126",145,134,126,91867E
Gray,"R=145, G=139, B=127",145,139,127,918B7F
Gray,"R=145, G=141, B=138",145,141,138,918D8A
Gray,"R=145, G=142, B=135",145,142,135,9.18E+89
Gray,"R=145, G=143, B=128",145,143,128,918F80
Gray,"R=145, G=144, B=140",145,144,140,91908C
Gray,"R=145, G=145, B=145",145,145,145,919191
Gray,"R=145, G=150, B=154",145,150,154,91969A
Gray,"R=145, G=152, B=140",145,152,140,91988C
Gray,"R=145, G=154, B=161",145,154,161,919AA1
Gray,"R=146, G=140, B=126",146,140,126,928C7E
Gray,"R=146, G=142, B=137",146,142,137,9.28E+91
Gray,"R=146, G=144, B=147",146,144,147,929093
Gray,"R=146, G=145, B=137",146,145,137,929189
Gray,"R=146, G=145, B=143",146,145,143,92918F
Gray,"R=146, G=146, B=144",146,146,144,929290
Gray,"R=146, G=146, B=145",146,146,145,929291
Gray,"R=146, G=146, B=152",146,146,152,929298
Gray,"R=146, G=147, B=147",146,147,147,929393
Gray,"R=146, G=148, B=146",146,148,146,929492
Gray,"R=146, G=149, B=138",146,149,138,92958A
Gray,"R=146, G=152, B=153",146,152,153,929899
Gray,"R=146, G=154, B=152",146,154,152,929A98
Gray,"R=147, G=147, B=147",147,147,147,939393
Gray,"R=147, G=149, B=152",147,149,152,939598
Gray,"R=148, G=129, B=114",148,129,114,948172
Gray,"R=148, G=130, B=123",148,130,123,94827B
Gray,"R=148, G=132, B=120",148,132,120,948478
Gray,"R=148, G=134, B=123",148,134,123,94867B
Gray,"R=148, G=139, B=84",148,139,84,948B54
Gray,"R=148, G=142, B=142",148,142,142,948E8E
Gray,"R=148, G=145, B=126",148,145,126,94917E
Gray,"R=148, G=146, B=147",148,146,147,949293
Gray,"R=148, G=147, B=155",148,147,155,94939B
Gray,"R=148, G=148, B=148",148,148,148,949494
Gray,"R=148, G=149, B=151",148,149,151,949597
Gray,"R=148, G=155, B=147",148,155,147,949B93
Gray,"R=148, G=162, B=181",148,162,181,94A2B5
Gray,"R=149, G=149, B=149",149,149,149,959595
Gray,"R=149, G=150, B=150",149,150,150,959696
Gray,"R=149, G=150, B=152",149,150,152,959698
Gray,"R=149, G=153, B=156",149,153,156,95999C
Gray,"R=149, G=154, B=157",149,154,157,959A9D
Gray,"R=149, G=156, B=164",149,156,164,959CA4
Gray,"R=150, G=141, B=126",150,141,126,968D7E
Gray,"R=150, G=144, B=135",150,144,135,969087
Gray,"R=150, G=148, B=136",150,148,136,969488
Gray,"R=150, G=149, B=147",150,149,147,969593
Gray,"R=150, G=150, B=140",150,150,140,96968C
Gray,"R=150, G=150, B=148",150,150,148,969694
Gray,"R=150, G=150, B=150",150,150,150,969696
Gray,"R=150, G=152, B=155",150,152,155,96989B
Gray,"R=150, G=157, B=170",150,157,170,969DAA
Gray,"R=151, G=144, B=134",151,144,134,979086
Gray,"R=151, G=148, B=141",151,148,141,97948D
Gray,"R=151, G=151, B=151",151,151,151,979797
Gray,"R=151, G=152, B=154",151,152,154,97989A
Gray,"R=151, G=155, B=154",151,155,154,979B9A
Gray,"R=151, G=158, B=166",151,158,166,979EA6
Gray,"R=151, G=163, B=168",151,163,168,97A3A8
Gray,"R=152, G=146, B=145",152,146,145,989291
Gray,"R=152, G=148, B=131",152,148,131,989483
Gray,"R=152, G=148, B=133",152,148,133,989485
Gray,"R=152, G=152, B=152",152,152,152,989898
Gray,"R=153, G=153, B=153",153,153,153,999999
Gray,"R=153, G=159, B=163",153,159,163,999FA3
Gray,"R=154, G=141, B=135",154,141,135,9A8D87
Gray,"R=154, G=146, B=135",154,146,135,9A9287
Gray,"R=154, G=153, B=149",154,153,149,9A9995
Gray,"R=154, G=163, B=168",154,163,168,9AA3A8
Gray,"R=155, G=150, B=140",155,150,140,9B968C
Gray,"R=155, G=153, B=140",155,153,140,9B998C
Gray,"R=155, G=154, B=158",155,154,158,9B9A9E
Gray,"R=155, G=154, B=162",155,154,162,9B9AA2
Gray,"R=155, G=155, B=150",155,155,150,9B9B96
Gray,"R=155, G=155, B=155",155,155,155,9B9B9B
Gray,"R=155, G=155, B=157",155,155,157,9B9B9D
Gray,"R=156, G=140, B=117",156,140,117,9C8C75
Gray,"R=156, G=140, B=127",156,140,127,9C8C7F
Gray,"R=156, G=146, B=137",156,146,137,9C9289
Gray,"R=156, G=151, B=152",156,151,152,9C9798
Gray,"R=156, G=152, B=141",156,152,141,9C988D
Gray,"R=156, G=152, B=143",156,152,143,9C988F
Gray,"R=156, G=154, B=156",156,154,156,9C9A9C
Gray,"R=156, G=156, B=156",156,156,156,9C9C9C
Gray,"R=156, G=156, B=157",156,156,157,9C9C9D
Gray,"R=156, G=156, B=164",156,156,164,9C9CA4
Gray,"R=156, G=166, B=172",156,166,172,9CA6AC
Gray,"R=156, G=170, B=181",156,170,181,9CAAB5
Gray,"R=157, G=142, B=128",157,142,128,9D8E80
Gray,"R=157, G=150, B=141",157,150,141,9D968D
Gray,"R=157, G=153, B=154",157,153,154,9D999A
Gray,"R=157, G=155, B=133",157,155,133,9D9B85
Gray,"R=157, G=155, B=153",157,155,153,9D9B99
Gray,"R=157, G=156, B=161",157,156,161,9D9CA1
Gray,"R=157, G=157, B=157",157,157,157,9D9D9D
Gray,"R=157, G=158, B=152",157,158,152,9D9E98
Gray,"R=157, G=158, B=160",157,158,160,9D9EA0
Gray,"R=157, G=163, B=163",157,163,163,9DA3A3
Gray,"R=158, G=151, B=141",158,151,141,9E978D
Gray,"R=158, G=153, B=148",158,153,148,9E9994
Gray,"R=158, G=157, B=162",158,157,162,9E9DA2
Gray,"R=158, G=158, B=158",158,158,158,9E9E9E
Gray,"R=159, G=155, B=133",159,155,133,9F9B85
Gray,"R=159, G=158, B=157",159,158,157,9F9E9D
Gray,"R=159, G=159, B=157",159,159,157,9F9F9D
Gray,"R=159, G=159, B=158",159,159,158,9F9F9E
Gray,"R=159, G=159, B=159",159,159,159,9F9F9F
Gray,"R=159, G=160, B=116",159,160,116,9FA074
Gray,"R=159, G=160, B=165",159,160,165,9FA0A5
Gray,"R=159, G=178, B=151",159,178,151,9FB297
Gray,"R=160, G=159, B=157",160,159,157,A09F9D
Gray,"R=160, G=160, B=160",160,160,160,A0A0A0
Gray,"R=160, G=162, B=157",160,162,157,A0A29D
Gray,"R=160, G=164, B=155",160,164,155,A0A49B
Gray,"R=160, G=167, B=160",160,167,160,A0A7A0
Gray,"R=160, G=169, B=162",160,169,162,A0A9A2
Gray,"R=160, G=170, B=170",160,170,170,A0AAAA
Gray,"R=160, G=175, B=170",160,175,170,A0AFAA
Gray,"R=161, G=142, B=135",161,142,135,A18E87
Gray,"R=161, G=152, B=145",161,152,145,A19891
Gray,"R=161, G=155, B=144",161,155,144,A19B90
Gray,"R=161, G=155, B=155",161,155,155,A19B9B
Gray,"R=161, G=158, B=144",161,158,144,A19E90
Gray,"R=162, G=120, B=84",162,120,84,A27854
Gray,"R=162, G=145, B=147",162,145,147,A29193
Gray,"R=162, G=155, B=147",162,155,147,A29B93
Gray,"R=162, G=161, B=159",162,161,159,A2A19F
Gray,"R=162, G=162, B=162",162,162,162,A2A2A2
Gray,"R=162, G=172, B=172",162,172,172,A2ACAC
Gray,"R=163, G=159, B=149",163,159,149,A39F95
Gray,"R=163, G=159, B=156",163,159,156,A39F9C
Gray,"R=163, G=165, B=150",163,165,150,A3A596
Gray,"R=163, G=166, B=173",163,166,173,A3A6AD
Gray,"R=163, G=167, B=170",163,167,170,A3A7AA
Gray,"R=164, G=151, B=135",164,151,135,A49787
Gray,"R=164, G=152, B=140",164,152,140,A4988C
Gray,"R=164, G=155, B=150",164,155,150,A49B96
Gray,"R=164, G=157, B=147",164,157,147,A49D93
Gray,"R=164, G=158, B=160",164,158,160,A49EA0
Gray,"R=164, G=160, B=150",164,160,150,A4A096
Gray,"R=164, G=160, B=155",164,160,155,A4A09B
Gray,"R=164, G=162, B=141",164,162,141,A4A28D
Gray,"R=164, G=164, B=164",164,164,164,A4A4A4
Gray,"R=164, G=169, B=170",164,169,170,A4A9AA
Gray,"R=165, G=150, B=151",165,150,151,A59697
Gray,"R=165, G=155, B=155",165,155,155,A59B9B
Gray,"R=165, G=161, B=155",165,161,155,A5A19B
Gray,"R=165, G=165, B=165",165,165,165,A5A5A5
Gray,"R=165, G=165, B=167",165,165,167,A5A5A7
Gray,"R=165, G=166, B=160",165,166,160,A5A6A0
Gray,"R=165, G=170, B=170",165,170,170,A5AAAA
Gray,"R=165, G=170, B=173",165,170,173,A5AAAD
Gray,"R=165, G=172, B=172",165,172,172,A5ACAC
Gray,"R=165, G=172, B=173",165,172,173,A5ACAD
Gray,"R=166, G=157, B=148",166,157,148,A69D94
Gray,"R=166, G=166, B=168",166,166,168,A6A6A8
Gray,"R=166, G=167, B=171",166,167,171,A6A7AB
Gray,"R=166, G=170, B=173",166,170,173,A6AAAD
Gray,"R=167, G=155, B=143",167,155,143,A79B8F
Gray,"R=167, G=158, B=129",167,158,129,A79E81
Gray,"R=167, G=159, B=157",167,159,157,A79F9D
Gray,"R=167, G=166, B=162",167,166,162,A7A6A2
Gray,"R=167, G=169, B=172",167,169,172,A7A9AC
Gray,"R=168, G=159, B=163",168,159,163,A89FA3
Gray,"R=168, G=162, B=151",168,162,151,A8A297
Gray,"R=168, G=162, B=156",168,162,156,A8A29C
Gray,"R=168, G=168, B=156",168,168,156,A8A89C
Gray,"R=168, G=168, B=168",168,168,168,A8A8A8
Gray,"R=168, G=168, B=169",168,168,169,A8A8A9
Gray,"R=168, G=169, B=164",168,169,164,A8A9A4
Gray,"R=168, G=169, B=169",168,169,169,A8A9A9
Gray,"R=169, G=154, B=147",169,154,147,A99A93
Gray,"R=169, G=157, B=152",169,157,152,A99D98
Gray,"R=169, G=164, B=161",169,164,161,A9A4A1
Gray,"R=169, G=165, B=166",169,165,166,A9A5A6
Gray,"R=169, G=169, B=169",169,169,169,A9A9A9
Gray,"R=169, G=170, B=172",169,170,172,A9AAAC
Gray,"R=170, G=160, B=150",170,160,150,AAA096
Gray,"R=170, G=163, B=142",170,163,142,AAA38E
Gray,"R=170, G=170, B=160",170,170,160,AAAAA0
Gray,"R=170, G=170, B=168",170,170,168,AAAAA8
Gray,"R=170, G=183, B=174",170,183,174,AAB7AE
Gray,"R=171, G=162, B=159",171,162,159,ABA29F
Gray,"R=171, G=167, B=158",171,167,158,ABA79E
Gray,"R=171, G=170, B=168",171,170,168,ABAAA8
Gray,"R=171, G=171, B=170",171,171,170,ABABAA
Gray,"R=171, G=171, B=171",171,171,171,ABABAB
Gray,"R=171, G=172, B=175",171,172,175,ABACAF
Gray,"R=171, G=173, B=172",171,173,172,ABADAC
Gray,"R=171, G=179, B=166",171,179,166,ABB3A6
Gray,"R=172, G=172, B=172",172,172,172,ACACAC
Gray,"R=172, G=175, B=180",172,175,180,ACAFB4
Gray,"R=172, G=178, B=178",172,178,178,ACB2B2
Gray,"R=172, G=195, B=202",172,195,202,ACC3CA
Gray,"R=173, G=169, B=166",173,169,166,ADA9A6
Gray,"R=173, G=173, B=173",173,173,173,ADADAD
Gray,"R=173, G=173, B=181",173,173,181,ADADB5
Gray,"R=173, G=174, B=165",173,174,165,ADAEA5
Gray,"R=173, G=174, B=173",173,174,173,ADAEAD
Gray,"R=173, G=177, B=186",173,177,186,ADB1BA
Gray,"R=174, G=165, B=153",174,165,153,AEA599
Gray,"R=174, G=168, B=151",174,168,151,AEA897
Gray,"R=174, G=171, B=160",174,171,160,AEABA0
Gray,"R=174, G=173, B=169",174,173,169,AEADA9
Gray,"R=174, G=174, B=168",174,174,168,AEAEA8
Gray,"R=174, G=176, B=176",174,176,176,AEB0B0
Gray,"R=175, G=170, B=166",175,170,166,AFAAA6
Gray,"R=175, G=175, B=175",175,175,175,AFAFAF
Gray,"R=175, G=177, B=176",175,177,176,AFB1B0
Gray,"R=175, G=178, B=147",175,178,147,AFB293
Gray,"R=175, G=180, B=181",175,180,181,AFB4B5
Gray,"R=175, G=180, B=183",175,180,183,AFB4B7
Gray,"R=176, G=175, B=170",176,175,170,B0AFAA
Gray,"R=176, G=175, B=172",176,175,172,B0AFAC
Gray,"R=177, G=177, B=177",177,177,177,B1B1B1
Gray,"R=177, G=185, B=180",177,185,180,B1B9B4
